Ubicazione;Data_avvio_primo_Proc;TipoVia;DescrizioneVia;Civico;Bar;CodiceVia;ZD;durata_attivita_tipo;insegna;numero_addetti;posto_speciale_cf;attivita_prevalente;settore_merceologico;settore_storico_n;settore_storico_preval;settore_storico_s;superficie_vendita
VIA CALZECCHI TEMISTOCLE N. 17 , isolato:164, accesso: accesso esterno, (z.d. 3);07/11/1985;VIA ;CALZECCHI TEMISTOCLE;17;;3241;3;;;;;;non alimentare;;in attesa di revoca;xiii (cont.antec. d.m. 375/88),xiv sub 16;300
CSO MAGENTA N. 10 ,cso magenta 010, isolato:291, accesso: accesso esterno, (z.d. 1);21/07/2006;CSO ;MAGENTA;10;;604;1;;;;;;non alimentare;"mobili, complementi d'arredo e articoli da regalo e domestici, abbigliamento accessori tessuti fiori e libri 
";arredamenti;settore non alimentare;530
VLE CASSIODORO N. 12 , isolato:151, accesso: accesso esterno, (z.d. 8);25/09/2006;VLE ;CASSIODORO;12;;6359;8;;farmacia cassiodoro;;;;tabella speciale farmacie;"tabella speciale farmacia 
";farmacia (articoli sussidiari);speciale farmacia;591
VIA SAN PIETRO ALL'ORTO N. 10 ,via san pietro all'orto 010, isolato:316, (z.d. 1);02/10/2006;VIA ;SAN PIETRO ALL'ORTO;10;;213;1;;;;;;non alimentare;"articoli di abbigliamento 
";abbigliamento;settore non alimentare;565
VIA CUSAGO num.196,;04/10/2006;VIA;CUSAGO;196;;6785;7;;;;;;alimentare,non alimentare;"superstore 
";supermercato alimentare;settore alimentare/non aliment;2500
VIA ADRIANO PUBLIO ELIO pii.marelli-cascina s.giuseppe num.000, (z.d. 7);28/07/2006;VIA;ADRIANO PUBLIO ELIO;;;2410;2;;;;;;non alimentare,alimentare;;;settore alimentare/non aliment;4413
VLE TESTI FULVIO N. 90 , isolato:145, accesso: accesso esterno, (z.d. 9);08/11/2006;VLE ;TESTI FULVIO;90;;1441;9;;farmacia scevola;;;;tabella speciale farmacie;;farmacia (articoli sussidiari);spec. farmacia(ant.dm 375/88);397
VIA MONTE NAPOLEONE num.027/e, isolato:314, (z.d. 1);09/01/2007;VIA ;MONTE NAPOLEONE;27;E;219;1;;;;;;Non Alimentare;"abbigliamento 
";abbigliamento;settore non alimentare;705
VIA DOGANA N. 2 angolo via marconi,via dogana 002, isolato:450, (z.d. 1);14/02/2007;VIA ;DOGANA;2;;341;1;;mondadori multicenter;;centro commerciale;;non alimentare;"libreria 
";centro commerciale;settore non alimentare;2300
VIA MEDEGHINO N. 9 , isolato:047, accesso: accesso esterno, (z.d. 5);07/03/2007;VIA ;MEDEGHINO;9;;5335;5;;;;;;non alimentare;"vendita prodotti per l'igiene della casa e della persona 
";prod. x igiene persona-casa;settore non alimentare;319
VIA SANTO SPIRITO N. 19 ,via santo spirito 019, isolato:258, accesso: accesso esterno, (z.d. 1);12/03/2007;VIA ;SANTO SPIRITO;19;;228;1;;;;;;non alimentare;"abbigliamento, calzature, accessori 
";abbigliamento;settore non alimentare;337
VIA DOGANA N. 2 angolo via marconi, (z.d. 1);28/03/2007;VIA ;DOGANA;2;;341;1;;;;;;non alimentare;"libreria 
";;settore non alimentare;2092
ff porta g codvia 9403 num.000 , isolato:259, accesso: accesso interno, (z.d. 9);14/04/2007;;;;;;;;farmacia;;interno stazioni ferroviarie;;tabella speciale farmacie;"tabella speciale farmacia 
";farmacia (articoli sussidiari);spec. farmacia(ant.dm 375/88);462
mm1 s. bab codvia 9111 num.000 , ();05/07/2007;;;;;;;;;;;;non alimentare;"prodotti di elettrica, elettrodomestici, informatica e telefonia 
";;settore non alimentare;1042
VIA ADRIANO PUBLIO ELIO udc vi.2a pii ar.marelli num.000, ();10/07/2007;VIA;ADRIANO PUBLIO ELIO;;;2410;2;;;;;;non alimentare;"generi non alimentari prodotti di abbigliamento uomo, donna, bambino, calzature e accessori 
";calzature;settore non alimentare;2500
VIA ADRIANO PUBLIO ELIO udc vi.2b pii ar.marelli casci num.000, ();10/07/2007;VIA;ADRIANO PUBLIO ELIO;;;2410;2;;;;;;non alimentare;"generi non alimentari prodotti di elettronica di consumo ed elettrodomestici 
";;settore non alimentare;2500
CSO MATTEOTTI GIACOMO N. 1 ,cso matteotti giacomo 001, isolato:362, (z.d. 1);13/07/2007;CSO ;MATTEOTTI GIACOMO;1;;218;1;;alviero martini;;;;non alimentare;"pelletteria, calzature, abbigliamento, accessori 
";abbigliamento;settore non alimentare;400
GLL PATTARI N. 2 ,gll pattari 002, isolato:420, accesso: accesso esterno, (z.d. 1);23/07/2007;GLL ;PATTARI;2;;296;1;Permanente;;;;;Non Alimentare;"abbigliamento accessori calzature 
";abbigliamento;settore non alimentare;1155
VIA CADUTI DI MARCINELLE num.002/1, accesso: accesso esterno, (z.d. 3);13/06/2007;VIA;CADUTI DI MARCINELLE;2;1;2709;3;;;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente:commercio al dettaglio di elettrodomestici, radio, tv, hifi, dischi, mat.fotografico, ecc. 
";abbigliamento;settore non alimentare;2500
PZA DELLA TRIVULZIANA N. 6 (z.d. 9);28/09/2007;PZA ;DELLA TRIVULZIANA;6;;1765;9;;;;;;non alimentare;"elettronica 
";;settore non alimentare;1100
VIA SAN BARNABA N. 27 , isolato:201, (z.d. 1);19/06/2007;VIA ;SAN BARNABA;27;;3010;1;;;;;;non alimentare;"abbigliamento ed accessori persona indicata alla vendita: giorgi jennifer 
";abbigliamento;settore non alimentare;358
VIA SPALLANZANI LAZZARO N. 5 , isolato:141, accesso: accesso esterno, (z.d. 3);15/11/2007;VIA ;SPALLANZANI LAZZARO;5;;2153;3;;;;;;Non Alimentare;"generi di abbligliamento e relativi accessori 
";abbigliamento;settore non alimentare;535
PZA DELLA TRIVULZIANA N. 6 (z.d. 9);20/11/2007;PZA ;DELLA TRIVULZIANA;6;;1765;9;;;;;;alimentare,non alimentare;"supermercato + esercizio di vicinato di profumeria 
,";;settore non alimentare,settore alimentare;1130
CSO VITTORIO EMANUELE II N. 30 (z.d. 1);06/12/2007;CSO ;VITTORIO EMANUELE II;30;;214;1;Permanente;;;;;Non Alimentare;;;settore non alimentare;1842
VIA DAIMLER GOTTLIEB WILHELM N. 1 1/8 della superficie di vend., accesso: accesso esterno, (z.d. 8);21/12/2007;VIA ;DAIMLER GOTTLIEB WILHELM;1;;7587;8;;mercedes benz;;;;non alimentare;"autoveicoli 
";autoveicoli;settore non alimentare;958
VIA DELLA PECETTA n. 31/33;03/01/2008;VIA ;DELLA PECETTA;31;33;7251;8;;sma/simply;;;;alimentare,non alimentare;"centro commerciale tradizionale 
";supermercato alimentare;settore alimentare/non aliment;1810
PZA SAN BABILA N. 1 ,pza san babila 001, isolato:316, accesso: accesso esterno, (z.d. 1);18/01/2008;PZA ;SAN BABILA;1;;216;1;;;;;;non alimentare;"commercio abbigliamento e relativi accessori 
";abbigliamento;settore non alimentare;1329
VIA VERRI PIETRO num.001/3, ();18/01/2008;VIA ;VERRI PIETRO;1;3;223;1;;;;;;non alimentare;"abbigliamento e accessari di abbligliamento 
";abbigliamento;settore non alimentare;440
VIA CORRENTI CESARE N. 10 ,via correnti cesare 010, isolato:281, accesso: accesso esterno, (z.d. 1);18/01/2008;VIA ;CORRENTI CESARE;10;;555;1;;centro botanico;;;;alimentare,non alimentare;"altri esercizi alimentari specializzati 
";minimercati;settore alimentare/non aliment;489
CSO BUENOS AIRES N. 63 , isolato:017, accesso: accesso esterno, (z.d. 3);21/01/2008;CSO ;BUENOS AIRES;63;;2129;3;;;;;;non alimentare;"abbigliamento e relativi accessori 
";abbigliamento;settore non alimentare;812
VIA TORINO N. 44 (z.d. 1);23/01/2008;VIA ;TORINO;44;;543;1;;;;;;non alimentare;"abbigliamento e relativi accessori 
";;settore non alimentare;395
VIA CASATI FELICE num.001/a, isolato:106, accesso: accesso esterno, (z.d. 3);25/01/2008;VIA;CASATI FELICE;1;A;2122;3;;;;;;non alimentare;"abbigliamento e relativi accessori e' fatto obbligo alla societa' di garantire 18 posti auto pertinenziali pressol'autorimessa di corso buenos aires 21 fino a quando perduri l'attivita' commerciale ai sensi dell'art. 58 delle n.t.a. la disponibilita' dei posti auto e la loro ubicazione deve essere visibilmente resa nota al pubblico 
";abbigliamento;settore non alimentare;610
PZA SANTA MARIA BELTRADE N. 1 ,pza santa maria beltrade 001, isolato:441, accesso: accesso esterno, (z.d. 1);29/01/2008;PZA ;SANTA MARIA BELTRADE;1;;514;1;;;;;;non alimentare;"abbigliamento e relativi accessori 
";abbigliamento;settore non alimentare;417
CSO MATTEOTTI GIACOMO N. 12 ,cso matteotti giacomo 012, isolato:316, accesso: accesso esterno, (z.d. 1);31/01/2008;CSO ;MATTEOTTI GIACOMO;12;;218;1;;aber crombie e fich;;;;non alimentare;"prodotti di abbigliamento accessori calzature 
";abbigliamento;settore non alimentare;1496
VLE STELVIO N. 47 , isolato:204, accesso: accesso esterno, (z.d. 9);15/02/2008;VLE ;STELVIO;47;;1227;9;;;;;;non alimentare;"abbigliamento e relativi accessori, casalinghi, bigiotteria, articoli da viaggio e accessori 
";abbigliamento;settore non alimentare;600
VIA PARRI FERRUCCIO num.060, ();07/02/2008;VIA ;PARRI FERRUCCIO;60;;7585;6;;;;;;non alimentare;"non alimentari in genere tabella speciale carburante 
";;settore non alimentare;524
VIA GOZZOLI BENOZZO N. 130 lic. unitaria c.c. la torre, (z.d. 7);22/10/2007;VIA ;GOZZOLI BENOZZO;130;;6789;7;;;;;;alimentare,non alimentare;;;settore alimentare/non aliment;6000
VIA MEDEGHINO N. 11 , isolato:047, pto strada:1 , accesso: accesso esterno, (z.d. 5);14/03/2008;VIA ;MEDEGHINO;11;;5335;5;;;;centro commerciale;;alimentare,non alimentare;"supermercato 
";supermercato alimentare;settore alimentare/non aliment;939
PZA DELLA TRIVULZIANA N. 6 (z.d. 9);19/03/2008;PZA ;DELLA TRIVULZIANA;6;;1765;9;;;;;;alimentare,non alimentare;"supermercato 
";;settore alimentare/non aliment;950
PLE PRINCIPESSA CLOTILDE num.010/a, isolato:333, accesso: accesso esterno, (z.d. 9);01/04/2008;PLE;PRINCIPESSA CLOTILDE;10;A;1061;9;;carrefour;;;;alimentare,non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) attivita' prevalente: alimentare /non alimentare 
";supermercato alimentare;settore alimentare/non aliment;600
VIA MANZONI ALESSANDRO N. 30 ,via manzoni alessandro 030, isolato:255, accesso: accesso esterno, (z.d. 1);16/05/2008;VIA ;MANZONI ALESSANDRO;30;;230;1;;;;;;non alimentare;"abbigliamento e accessori. 
";abbigliamento;settore non alimentare;361
VLE FAMAGOSTA p.p.famagosta area ms 16.10 num.000, ();16/05/2008;VLE;FAMAGOSTA;;;5353;6;;;;;;alimentare,non alimentare;"generi alimentari e non alimentari 
";;settore alimentare/non aliment;2500
CSO BUENOS AIRES N. 36 , isolato:079, accesso: accesso interno, (z.d. 3);19/05/2008;CSO ;BUENOS AIRES;36;;2129;3;;diecidecimi spazi moda;;;;non alimentare;"abbigliamento, accessori, calzature, tessili e' fatto obbligo alla societa' di garantire nø 16 posti auto pertinenziali all'interno del parcheggio di proprieta' della no problem parking spa sito in corso buenos aires 21 con distanza pedonale dichiarata di 125 metri dalla struttura di vendita. 
";abbigliamento;settore non alimentare;398
VIA BOVISASCA interno centro commerciale num.173, accesso: accesso interno, (z.d. 9);13/06/2008;VIA;BOVISASCA;173;;1460;9;;centro moda l E m;;centro commerciale;;non alimentare;;abbigliamento;settore non alimentare;430
CSO BUENOS AIRES N. 54 , isolato:045, accesso: accesso esterno, (z.d. 3);21/07/2008;CSO ;BUENOS AIRES;54;;2129;3;;;;;;non alimentare;"abbigliamento e relativi accessori 
";abbigliamento;settore non alimentare;349
VIA DELL' ANNUNCIATA N. 2 angolo via manzoni,via dell' annunciata 002, isolato:182, accesso: accesso esterno, (z.d. 1);31/07/2008;VIA ;DELL' ANNUNCIATA;2;;140;1;;;;;;non alimentare;"abbigliamento e relativi accessori 
";abbigliamento;settore non alimentare;913
PZA SANTA MARIA BELTRADE N. 2 angolo via torino,via torino 015, isolato:447, accesso: accesso esterno, (z.d. 1);31/07/2008;PZA ;SANTA MARIA BELTRADE;2;;514;1;;treesse sport;;;;non alimentare;"(con l'esclusione dei prodotti per i quali e' previsto per legge uno specifico diploma) 
";articoli sportivi;settore non alimentare;870
VIA F.LLI GABBA N. 1 ,via f.lli gabba 001, isolato:304, accesso: accesso esterno, (z.d. 1);31/07/2008;VIA ;F.LLI GABBA;1;;146;1;;;;;;Non Alimentare;"abbigliamento relativi accessori, articoli di arredamento, complementi d'arredo , articoli da regalo 
";mobili;settore non alimentare;300
CSO VENEZIA N. 5 ,cso venezia 005, isolato:261, accesso: accesso esterno, (z.d. 1);31/07/2008;CSO ;VENEZIA;5;;238;1;;;;;;non alimentare;"abbigliamento e accessori 
";abbigliamento;settore non alimentare;410
FOR BUONAPARTE N. 24 ,for buonaparte 024, isolato:296, (z.d. 1);15/09/2008;FOR ;BUONAPARTE;24;;711;1;;;;;;non alimentare;"articoli per l'arredamento, (ingombranti e difficilmente amovibili) 
";mobili;settore non alimentare;519
VIA TORINO N. 23 (z.d. 1);29/04/2008;VIA ;TORINO;23;;543;1;;;;;;non alimentare;"abbigliamento e accessori 
";;settore non alimentare;298
PZA SAN BABILA N. 5 (z.d. 1);30/12/2008;PZA ;SAN BABILA;5;;216;1;Permanente;;;;;non alimentare;"articoli di abbigliamento e accessori mobili casalinghi articoli di illuminazione 
";;settore non alimentare;700
VIA VERRI PIETRO N. 8 ,via verri pietro 008, isolato:315, accesso: accesso esterno, (z.d. 1);17/01/2009;VIA ;VERRI PIETRO;8;;223;1;;;;;;non alimentare;"abbigliamento - accessori 
";abbigliamento;settore non alimentare;267
PZA DUCA D'AOSTA int. staz.centrale s12/t16/a11 num.000,ingresso via 9401 num.000, accesso: accesso interno, ();20/02/2009;PZA ;DUCA D'AOSTA;;;1200;2;;united colors of benettn;;interno stazioni ferroviarie;;non alimentare;"abbigliamento ed accessori 
";abbigliamento;settore non alimentare;953
CSO EUROPA N. 22 (z.d. 1);12/03/2009;CSO ;EUROPA;22;;300;1;;;;;;non alimentare;"abbigliamento, calzature, oggettistica, cartoleria 
";;settore non alimentare;1496
VIA DURINI N. 1 (z.d. 1);16/03/2009;VIA ;DURINI;1;;313;1;;;;;;non alimentare;"arredamenti e complementi di arredo e relativi accessori 
";;settore non alimentare;329
VIA SPERONARI N. 8 ,via speronari 008, isolato:447, accesso: accesso esterno, (z.d. 1);18/05/2009;VIA ;SPERONARI;8;;517;1;Permanente;;;;;non alimentare;"calzature abbigliamento e accessori 
";calzature;settore non alimentare;701
LGO DOMODOSSOLA m1e num.001/a, (z.d. 8);05/06/2009;LGO ;DOMODOSSOLA;1;A;6140;8;;;;;;non alimentare;;;settore non alimentare;563
CSO VITTORIO EMANUELE II N. 24 (z.d. 1);11/08/2009;CSO ;VITTORIO EMANUELE II;24;;214;1;Permanente;;;;;non alimentare;"articoli sportivi prescrizioni: vedasi avvertenze recate in determina dirigenziale n.208/2009 con p.g. n. 845095/2009 
";;settore non alimentare;1511
CSO VITTORIO EMANUELE II num.024/28, (z.d. 1);11/08/2009;CSO ;VITTORIO EMANUELE II;24;28;214;1;;;;;;Non Alimentare;"mobili, casalinghi, articoli di illuminazione prescrizioni : vedasi avvertenze recate in determina dirigenziale n.209/2009 con p.g. 845105/2009 
";;settore non alimentare;1318
BST DI PORTA VOLTA N. 7 (z.d. 1);26/10/2009;BST ;DI PORTA VOLTA;7;;1066;1;;;;;;non alimentare;"articoli di abbigliamento e accessori per lo sport, ciclo e motociclo, ricambi ciclo e moto, lubrificanti 
";;settore non alimentare;380
CSO DI PORTA TICINESE N. 12 (z.d. 1);05/11/2009;CSO ;DI PORTA TICINESE;12;;541;1;;;;;;non alimentare;"articoli di abbigliamento , accessori, pellicceria 
";;settore non alimentare;926
VLE ROMOLO N. 9 (z.d. 6);15/03/2010;VLE ;ROMOLO;9;;5284;6;;;;;;non alimentare;"libri nuovi e usati, cd dvd, cartoleria prescrizioni: e' fatto obbligo alla societa' di garantire n. 25 posti auto pertinenziali presso l'area cortilizia carrabile di via argelati n. 41 fino a quando perduri l'attivita' commerciale. la disponibilita' dei posti auto e la loro ubicazione deve essere visibilmente resa nota al pubblico. 
";;settore non alimentare;615
VIA ANTONINI GIACOMO N. 32 (z.d. 5);18/03/2010;VIA ;ANTONINI GIACOMO;32;;4250;5;;;;;;alimentare,non alimentare;"si prescrive che tutte le operazioni di carico e scarico delle merci debbano avvenire con mezzi adeguati, sia rispetto alle dimensioni della careggiata che al raggio di curva per accedervi dall'intersezione con la via verro, rispettando i titoli abilitativi edilizi in corso (tavola p.g. 201324/2010) 
,";;settore alimentare,settore non alimentare;1499
CSO VITTORIO EMANUELE II N. 22 ,cso vittorio emanuele ii 000, accesso: accesso esterno, (z.d. 1);29/03/2010;CSO ;VITTORIO EMANUELE II;22;;214;1;;bershka;;;;non alimentare;"abbigliamento, accessori uomo, donna, bambino 
";;settore non alimentare;1341
PZA DUCA D'AOSTA int. staz centrale num.000, accesso: accesso interno, ();18/05/2010;PZA ;DUCA D'AOSTA;;;1200;2;;bershka;;interno stazioni ferroviarie;;non alimentare;"abbigliamento e accessori 
";abbigliamento;settore non alimentare;350
PZA DUCA D'AOSTA interno stazione centrale num.000, accesso: accesso interno, ();18/05/2010;PZA ;DUCA D'AOSTA;;;1200;2;;zara;;;;non alimentare;"abbigliamento e accessori 
";abbigliamento;settore non alimentare;950
PLE SELINUNTE N. 2 int. mercato comunale coperto, accesso: accesso esterno, (z.d. 7);11/05/2010;PLE ;SELINUNTE;2;;6566;7;;;;mercato comunale coperto;;alimentare,non alimentare;"prodotti alimentari di primo prezzo, compresi i prodotti sfusi e freschi quali salumi, formaggi, latte, pane, pasticceria, carni in genere e non alimentare.
";minimercati;settore alimentare/non aliment;329
GLL DEL CORSO N. 4 (z.d. 1);20/05/2010;GLL ;DEL CORSO;4;;305;1;;;;;;non alimentare;"abbigliamento uomo donna bambino, accessori, tessile casa,profumeria,calzature casalinghi, oggettistica per la casa prescrizioni: vedasi avvertenze recate in determina dirigenziale n. 155/2010 con p.g. 640055/2010 
";;settore non alimentare;1217
GLL DEL CORSO N. 4 (z.d. 1);20/05/2010;GLL ;DEL CORSO;4;;305;1;Permanente;;;;;Alimentare,Non Alimentare;"abbigliamento, accessori, tessile casa, profumeria, calzature, casalinghi, og-gettistica per la casa, prodotti alimentari confezionati prescrizioni:vedasi avvertenze recate in determina dirigenziale n. 156/2010 con p.g. 640060/2010 
";;settore alimentare/non aliment;2381
VIA LEONCAVALLO RUGGERO num.015/17, ();17/06/2010;VIA;LEONCAVALLO RUGGERO;15;17;2389;2;Permanente;;;;SUPERMERCATO;non alimentare,alimentare;"supermercato 
";;settore alimentare/non aliment;830
VIA DAIMLER GOTTLIEB WILHELM area cascina merlata num.000, ();04/08/2010;VIA ;DAIMLER GOTTLIEB WILHELM;;;7587;8;;;;;;alimentare,non alimentare;"ipermercato organizzato in: - 1 grande struttura di vendita - 11 medie strutture di vendita - 82 esercizi di vicinato 
";;settore alimentare/non aliment;33000
VIA PALAZZI LAZZARO N. 2 angolo c.so b. aires, (z.d. 3);15/09/2010;VIA ;PALAZZI LAZZARO;2;;2171;3;;;;;;non alimentare;"abbigliamento, scarpe, accessori 
";;settore non alimentare;563
PZA DUCA D'AOSTA int. staz. centr. t2/a2/f2/m6 num.000, ();30/09/2010;PZA ;DUCA D'AOSTA;;;1200;2;;;;;;non alimentare,alimentare;"libri, prodotti editoriali, anche su supporti digitali,periodici, quotidiani, audiovisivi, strumenti musicali, piccolo audio, software videogiochi, articoli di cartoleria, alimentare secco preconfezionato 
";;settore alimentare/non aliment;1772
PLE SELINUNTE N. 2 int. m.c.c. selinunte, (z.d. 7);05/10/2010;PLE ;SELINUNTE;2;;6566;7;;;;;;alimentare;"prodotti alimentari sfusi e freschi la concessione scade il giorno 1.06.2016 
";;settore alimentare;330
PLE SELINUNTE N. 2 int. m.c.c. selinunte, accesso: accesso esterno, (z.d. 7);05/10/2010;PLE ;SELINUNTE;2;;6566;7;;;;mercato comunale coperto;;alimentare,non alimentare;"prodotti alimentari sfusi e freschi quali carni salumi formaggi pane e pastic-ceria autorizzazione valida fino al giorno 1.06.2016 non trasferibile interno mercato comunale coperto selinunte 
";minimercati;settore alimentare/non aliment;329
